ProductKey;ProductName;SubCategory;Category;StandardCost;Color;ListPrice;DaysToManufacture;ProductLine;ModelName;Photo;ProductDescription;StartDate
134;Lock Nut 3;Locks;Accessories;24.898100000000003;NotSet;44.73851999999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/134.jpg;NotSet;1998-06-01
135;Lock Nut 14;Locks;Accessories;24.898100000000003;NotSet;44.73851999999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/135.jpg;NotSet;1998-06-01
136;Lock Nut 15;Locks;Accessories;24.898100000000003;NotSet;44.73851999999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/136.jpg;NotSet;1998-06-01
137;Lock Nut 4;Locks;Accessories;24.898100000000003;NotSet;44.73851999999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/137.jpg;NotSet;1998-06-01
138;Lock Nut 19;Locks;Accessories;24.898100000000003;NotSet;44.73851999999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/138.jpg;NotSet;1998-06-01
139;Lock Nut 18;Locks;Accessories;24.898100000000003;NotSet;44.73851999999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/139.jpg;NotSet;1998-06-01
140;Lock Ring;Locks;Accessories;25.949600000000018;Silver;47.91896599999998;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/140.jpg;NotSet;1998-06-01
141;Lower Head Race;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/141.jpg;NotSet;1998-06-01
142;Lock Washer 4;Locks;Accessories;24.898100000000003;NotSet;44.73851999999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/142.jpg;NotSet;1998-06-01
143;Lock Washer 5;Locks;Accessories;24.898100000000003;NotSet;44.73851999999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/143.jpg;NotSet;1998-06-01
144;Lock Washer 10;Locks;Accessories;24.898100000000003;NotSet;44.73851999999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/144.jpg;NotSet;1998-06-01
145;Lock Washer 6;Locks;Accessories;24.898100000000003;NotSet;44.73851999999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/145.jpg;NotSet;1998-06-01
146;Lock Washer 13;Locks;Accessories;24.898100000000003;NotSet;44.73851999999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/146.jpg;NotSet;1998-06-01
147;Lock Washer 8;Locks;Accessories;24.898100000000003;NotSet;44.73851999999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/147.jpg;NotSet;1998-06-01
148;Lock Washer 1;Locks;Accessories;24.898100000000003;NotSet;44.73851999999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/148.jpg;NotSet;1998-06-01
149;Lock Washer 7;Locks;Accessories;24.898100000000003;NotSet;44.73851999999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/149.jpg;NotSet;1998-06-01
150;Lock Washer 12;Locks;Accessories;24.898100000000003;NotSet;44.73851999999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/150.jpg;NotSet;1998-06-01
151;Lock Washer 2;Locks;Accessories;24.898100000000003;NotSet;44.73851999999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/151.jpg;NotSet;1998-06-01
152;Lock Washer 9;Locks;Accessories;24.898100000000003;NotSet;44.73851999999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/152.jpg;NotSet;1998-06-01
153;Lock Washer 3;Locks;Accessories;24.898100000000003;NotSet;44.73851999999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/153.jpg;NotSet;1998-06-01
154;Lock Washer 11;Locks;Accessories;24.898100000000003;NotSet;44.73851999999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/154.jpg;NotSet;1998-06-01
155;Metal Angle;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/155.jpg;NotSet;1998-06-01
156;Metal Bar 1;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/156.jpg;NotSet;1998-06-01
157;Metal Bar 2;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/157.jpg;NotSet;1998-06-01
158;Metal Plate 2;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/158.jpg;NotSet;1998-06-01
159;Metal Plate 1;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/159.jpg;NotSet;1998-06-01
160;Metal Plate 3;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/160.jpg;NotSet;1998-06-01
161;Metal Sheet 2;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/161.jpg;NotSet;1998-06-01
162;Metal Sheet 3;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/162.jpg;NotSet;1998-06-01
163;Metal Sheet 7;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/163.jpg;NotSet;1998-06-01
164;Metal Sheet 4;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/164.jpg;NotSet;1998-06-01
165;Metal Sheet 5;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/165.jpg;NotSet;1998-06-01
166;Metal Sheet 6;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/166.jpg;NotSet;1998-06-01
167;Metal Sheet 1;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/167.jpg;NotSet;1998-06-01
168;Metal Tread Plate;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/168.jpg;NotSet;1998-06-01
169;LL Nipple;Saddles;Components;30.131000000000004;NotSet;61.134310999999954;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/169.jpg;NotSet;1998-06-01
170;HL Nipple;Forks;Components;31.9469;NotSet;66.58807499999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/170.jpg;NotSet;1998-06-01
171;Paint - Black;Mountain Frames;Accessories;147.21409999999983;NotSet;148.96812000000003;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/171.jpg;NotSet;1998-06-01
172;Paint - Red;Road Frames;Components;331.30429999999956;NotSet;511.1611770000009;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/172.jpg;NotSet;1998-06-01
173;Paint - Silver;Mountain Bikes;Components;30.620300000000007;NotSet;61.54829299999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/173.jpg;NotSet;1998-06-01
174;Paint - Blue;Touring Frames;Accessories;73.15800000000007;NotSet;71.90690399999991;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/174.jpg;NotSet;1998-06-01
175;Paint - Yellow;Touring Frames;Bikes;617.4201999999998;NotSet;918.5132719999997;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/175.jpg;NotSet;1998-06-01
176;Pinch Bolt;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/176.jpg;NotSet;1998-06-01
177;Cup-Shaped Race;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/177.jpg;NotSet;1998-06-01
178;Cone-Shaped Race;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/178.jpg;NotSet;1998-06-01
179;Reflector;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/179.jpg;NotSet;1998-06-01
180;LL Mountain Rim;Mountain Frames;Components;152.01549999999983;NotSet;165.93501300000003;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/180.jpg;NotSet;1998-06-01
181;ML Mountain Rim;Mountain Frames;Components;152.01549999999983;NotSet;165.93501300000003;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/181.jpg;NotSet;1998-06-01
182;HL Mountain Rim;Mountain Frames;Components;152.01549999999983;NotSet;165.93501300000003;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/182.jpg;NotSet;1998-06-01
183;LL Road Rim;Road Frames;Components;331.30429999999956;NotSet;511.1611770000009;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/183.jpg;NotSet;1998-06-01
184;ML Road Rim;Road Frames;Components;331.30429999999956;NotSet;511.1611770000009;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/184.jpg;NotSet;1998-06-01
185;HL Road Rim;Road Frames;Components;331.30429999999956;NotSet;511.1611770000009;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/185.jpg;NotSet;1998-06-01
186;Touring Rim;Road Bikes;Components;30.620300000000007;NotSet;61.54829299999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/186.jpg;NotSet;1998-06-01
187;LL Mountain Seat Assembly;Mountain Frames;Components;159.31449999999984;NotSet;189.10185400000006;1;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/187.jpg;NotSet;1998-06-01
188;ML Mountain Seat Assembly;Mountain Frames;Components;159.31449999999984;NotSet;189.10185400000006;1;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/188.jpg;NotSet;1998-06-01
189;HL Mountain Seat Assembly;Mountain Frames;Components;159.31449999999984;NotSet;189.10185400000006;1;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/189.jpg;NotSet;1998-06-01
190;LL Road Seat Assembly;Road Frames;Components;335.50359999999955;NotSet;537.980577000001;1;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/190.jpg;NotSet;1998-06-01
191;ML Road Seat Assembly;Road Frames;Components;335.50359999999955;NotSet;537.980577000001;1;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/191.jpg;NotSet;1998-06-01
192;HL Road Seat Assembly;Road Frames;Components;335.50359999999955;NotSet;537.980577000001;1;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/192.jpg;NotSet;1998-06-01
193;LL Touring Seat Assembly;Touring Frames;Components;88.00680000000003;NotSet;107.27225300000008;1;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/193.jpg;NotSet;1998-06-01
194;ML Touring Seat Assembly;Mountain Frames;Components;159.31449999999984;NotSet;189.10185400000006;1;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/194.jpg;NotSet;1998-06-01
195;HL Touring Seat Assembly;Touring Frames;Components;88.00680000000003;NotSet;107.27225300000008;1;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/195.jpg;NotSet;1998-06-01
196;LL Spindle/Axle;Saddles;Components;30.131000000000004;NotSet;61.134310999999954;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/196.jpg;NotSet;1998-06-01
197;HL Spindle/Axle;Forks;Components;31.9469;NotSet;66.58807499999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/197.jpg;NotSet;1998-06-01
198;LL Shell;Saddles;Components;30.131000000000004;NotSet;61.134310999999954;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/198.jpg;NotSet;1998-06-01
199;HL Shell;Forks;Components;31.9469;NotSet;66.58807499999995;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/199.jpg;NotSet;1998-06-01
200;Spokes;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/200.jpg;NotSet;1998-06-01
201;Seat Lug;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/201.jpg;NotSet;1998-06-01
202;Stem;Tires and Tubes;Accessories;28.7579;NotSet;64.57551899999994;1;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/202.jpg;NotSet;1998-06-01
203;Seat Post;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/203.jpg;NotSet;1998-06-01
204;Steerer;Tires and Tubes;Accessories;28.7579;NotSet;64.57551899999994;1;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/204.jpg;NotSet;1998-06-01
205;Seat Stays;Tires and Tubes;Accessories;28.7579;NotSet;64.57551899999994;1;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/205.jpg;NotSet;1998-06-01
206;Seat Tube;Tires and Tubes;Components;34.5921;NotSet;80.12701099999997;1;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/206.jpg;NotSet;1998-06-01
207;Top Tube;Tires and Tubes;Components;34.5921;NotSet;80.12701099999997;1;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/207.jpg;NotSet;1998-06-01
208;Tension Pulley;Tires and Tubes;Accessories;24.623599999999996;NotSet;43.614819999999945;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/208.jpg;NotSet;1998-06-01
209;Rear Derailleur Cage;Bottles and Cages;Components;37.6033;Silver;100.47810599999991;0;NotSet;NotSet;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/209.jpg;NotSet;1998-06-01
210;HL Road Frame - Black, 58;Road Frames;Components;754.4002000000004;Black;1293.694399999998;1;Road;HL Road Frame;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/210.jpg;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";1998-06-01
211;HL Road Frame - Red, 58;Road Frames;Components;761.0059000000007;Red;1291.584421999998;1;Road;HL Road Frame;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/211.jpg;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";1998-06-01
212;Sport-100 Helmet, Red;Helmets;Accessories;12.03;Red;33.6442;0;Sport;Sport-100;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/212.jpg;Universal fit, well-vented, lightweight , snap-on visor.;2005-07-01
213;Sport-100 Helmet, Red;Helmets;Accessories;13.88;Red;33.6442;0;Sport;Sport-100;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/213.jpg;Universal fit, well-vented, lightweight , snap-on visor.;2006-07-01
214;Sport-100 Helmet, Red;Helmets;Accessories;13.09;Red;34.99;0;Sport;Sport-100;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/214.jpg;Universal fit, well-vented, lightweight , snap-on visor.;2007-07-01
215;Sport-100 Helmet, Black;Helmets;Accessories;12.03;Black;33.6442;0;Sport;Sport-100;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/215.jpg;Universal fit, well-vented, lightweight , snap-on visor.;2005-07-01
216;Sport-100 Helmet, Black;Helmets;Accessories;13.88;Black;33.6442;0;Sport;Sport-100;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/216.jpg;Universal fit, well-vented, lightweight , snap-on visor.;2006-07-01
217;Sport-100 Helmet, Black;Helmets;Accessories;13.09;Black;34.99;0;Sport;Sport-100;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/217.jpg;Universal fit, well-vented, lightweight , snap-on visor.;2007-07-01
218;Mountain Bike Socks, M;Socks;Clothing;3.4;White;9.5;0;Mountain;Mountain Bike Socks;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/218.jpg;Combination of natural and synthetic fibers stays dry and provides just the right cushioning.;2005-07-01
219;Mountain Bike Socks, L;Socks;Clothing;3.4;White;9.5;0;Mountain;Mountain Bike Socks;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/219.jpg;Combination of natural and synthetic fibers stays dry and provides just the right cushioning.;2005-07-01
220;Sport-100 Helmet, Blue;Helmets;Accessories;12.03;Blue;33.6442;0;Sport;Sport-100;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/220.jpg;Universal fit, well-vented, lightweight , snap-on visor.;2005-07-01
221;Sport-100 Helmet, Blue;Helmets;Accessories;13.88;Blue;33.6442;0;Sport;Sport-100;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/221.jpg;Universal fit, well-vented, lightweight , snap-on visor.;2006-07-01
222;Sport-100 Helmet, Blue;Helmets;Accessories;13.09;Blue;34.99;0;Sport;Sport-100;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/222.jpg;Universal fit, well-vented, lightweight , snap-on visor.;2007-07-01
223;AWC Logo Cap;Caps;Clothing;5.71;Multi;8.6442;0;Sport;Cycling Cap;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/223.jpg;"Traditional style with a flip-up brim; one-size fits all.";2005-07-01
224;AWC Logo Cap;Caps;Clothing;5.23;Multi;8.6442;0;Sport;Cycling Cap;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/224.jpg;"Traditional style with a flip-up brim; one-size fits all.";2006-07-01
225;AWC Logo Cap;Caps;Clothing;6.92;Multi;8.99;0;Sport;Cycling Cap;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/225.jpg;"Traditional style with a flip-up brim; one-size fits all.";2007-07-01
226;Long-Sleeve Logo Jersey, S;Jerseys;Clothing;31.72;Multi;48.0673;0;Sport;Long-Sleeve Logo Jersey;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/226.jpg;Unisex long-sleeve AWC logo microfiber cycling jersey;2005-07-01
227;Long-Sleeve Logo Jersey, S;Jerseys;Clothing;29.08;Multi;48.0673;0;Sport;Long-Sleeve Logo Jersey;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/227.jpg;Unisex long-sleeve AWC logo microfiber cycling jersey;2006-07-01
228;Long-Sleeve Logo Jersey, S;Jerseys;Clothing;38.49;Multi;49.99;0;Sport;Long-Sleeve Logo Jersey;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/228.jpg;Unisex long-sleeve AWC logo microfiber cycling jersey;2007-07-01
229;Long-Sleeve Logo Jersey, M;Jerseys;Clothing;31.72;Multi;48.0673;0;Sport;Long-Sleeve Logo Jersey;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/229.jpg;Unisex long-sleeve AWC logo microfiber cycling jersey;2005-07-01
230;Long-Sleeve Logo Jersey, M;Jerseys;Clothing;29.08;Multi;48.0673;0;Sport;Long-Sleeve Logo Jersey;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/230.jpg;Unisex long-sleeve AWC logo microfiber cycling jersey;2006-07-01
231;Long-Sleeve Logo Jersey, M;Jerseys;Clothing;38.49;Multi;49.99;0;Sport;Long-Sleeve Logo Jersey;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/231.jpg;Unisex long-sleeve AWC logo microfiber cycling jersey;2007-07-01
232;Long-Sleeve Logo Jersey, L;Jerseys;Clothing;31.72;Multi;48.0673;0;Sport;Long-Sleeve Logo Jersey;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/232.jpg;Unisex long-sleeve AWC logo microfiber cycling jersey;2005-07-01
233;Long-Sleeve Logo Jersey, L;Jerseys;Clothing;29.08;Multi;48.0673;0;Sport;Long-Sleeve Logo Jersey;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/233.jpg;Unisex long-sleeve AWC logo microfiber cycling jersey;2006-07-01
234;Long-Sleeve Logo Jersey, L;Jerseys;Clothing;38.49;Multi;49.99;0;Sport;Long-Sleeve Logo Jersey;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/234.jpg;Unisex long-sleeve AWC logo microfiber cycling jersey;2007-07-01
235;Long-Sleeve Logo Jersey, XL;Jerseys;Clothing;31.72;Multi;48.0673;0;Sport;Long-Sleeve Logo Jersey;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/235.jpg;Unisex long-sleeve AWC logo microfiber cycling jersey;2005-07-01
236;Long-Sleeve Logo Jersey, XL;Jerseys;Clothing;29.08;Multi;48.0673;0;Sport;Long-Sleeve Logo Jersey;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/236.jpg;Unisex long-sleeve AWC logo microfiber cycling jersey;2006-07-01
237;Long-Sleeve Logo Jersey, XL;Jerseys;Clothing;38.49;Multi;49.99;0;Sport;Long-Sleeve Logo Jersey;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/237.jpg;Unisex long-sleeve AWC logo microfiber cycling jersey;2007-07-01
238;HL Road Frame - Red, 62;Road Frames;Components;747.97;Red;1263.4598;1;Road;HL Road Frame;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/238.jpg;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2005-07-01
239;HL Road Frame - Red, 62;Road Frames;Components;722.26;Red;1301.3636;1;Road;HL Road Frame;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/239.jpg;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2006-07-01
240;HL Road Frame - Red, 62;Road Frames;Components;868.63;Red;1431.5;1;Road;HL Road Frame;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/240.jpg;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2007-07-01
241;HL Road Frame - Red, 44;Road Frames;Components;747.97;Red;1263.4598;1;Road;HL Road Frame;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/241.jpg;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2005-07-01
242;HL Road Frame - Red, 44;Road Frames;Components;722.26;Red;1301.3636;1;Road;HL Road Frame;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/242.jpg;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2006-07-01
243;HL Road Frame - Red, 44;Road Frames;Components;868.63;Red;1431.5;1;Road;HL Road Frame;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/243.jpg;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2007-07-01
244;HL Road Frame - Red, 48;Road Frames;Components;747.97;Red;1263.4598;1;Road;HL Road Frame;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/244.jpg;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2005-07-01
245;HL Road Frame - Red, 48;Road Frames;Components;722.26;Red;1301.3636;1;Road;HL Road Frame;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/245.jpg;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2006-07-01
246;HL Road Frame - Red, 48;Road Frames;Components;868.63;Red;1431.5;1;Road;HL Road Frame;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/246.jpg;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2007-07-01
247;HL Road Frame - Red, 52;Road Frames;Components;747.97;Red;1263.4598;1;Road;HL Road Frame;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/247.jpg;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2005-07-01
248;HL Road Frame - Red, 52;Road Frames;Components;722.26;Red;1301.3636;1;Road;HL Road Frame;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/248.jpg;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2006-07-01
249;HL Road Frame - Red, 52;Road Frames;Components;868.63;Red;1431.5;1;Road;HL Road Frame;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/249.jpg;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2007-07-01
250;HL Road Frame - Red, 56;Road Frames;Components;747.97;Red;1263.4598;1;Road;HL Road Frame;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/250.jpg;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2005-07-01
251;HL Road Frame - Red, 56;Road Frames;Components;722.26;Red;1301.3636;1;Road;HL Road Frame;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/251.jpg;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2006-07-01
252;HL Road Frame - Red, 56;Road Frames;Components;868.63;Red;1431.5;1;Road;HL Road Frame;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/252.jpg;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2007-07-01
253;LL Road Frame - Black, 58;Road Frames;Components;176.2;Black;297.6346;1;Road;LL Road Frame;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/253.jpg;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2005-07-01
254;LL Road Frame - Black, 58;Road Frames;Components;170.14;Black;306.5636;1;Road;LL Road Frame;http://www.avising.com/me/LearnPBI/DataSources/ProductImages/254.jpg;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2006-07-01
